Site Codes,Date,Depth,ODO
WMP,2019-04-15T00:00:00Z,1.016,9.15
WMP,2019-04-15T00:00:00Z,1.514,8.17
WMP,2019-04-15T00:00:00Z,2.023,7.37
WMP,2019-04-15T00:00:00Z,2.515,5.69
WMP,2019-04-15T00:00:00Z,3.019,5.26
WMP,2019-04-15T00:00:00Z,3.514,5.14
WMP,2019-04-15T00:00:00Z,4.03,4.89
WMP,2019-04-15T00:00:00Z,4.526,4.79
WMP,2019-04-15T00:00:00Z,5.049,4.68
WMP,2019-04-15T00:00:00Z,5.52,4.55
WMP,2019-04-15T00:00:00Z,5.842,4.52
CAV,2019-04-15T00:00:00Z,0.209,10.15
CAV,2019-04-15T00:00:00Z,0.531,10.22
CAV,2019-04-15T00:00:00Z,1.03,10.18
CAV,2019-04-15T00:00:00Z,1.534,9.85
CAV,2019-04-15T00:00:00Z,2.009,9.88
CAV,2019-04-15T00:00:00Z,2.3,9.83
REG,2019-04-15T00:00:00Z,0.225,8.21
REG,2019-04-15T00:00:00Z,0.535,8.18
REG,2019-04-15T00:00:00Z,1.004,8.27
REG,2019-04-15T00:00:00Z,1.545,8.09
REG,2019-04-15T00:00:00Z,2.029,7.68
REG,2019-04-15T00:00:00Z,2.52,7.35
REG,2019-04-15T00:00:00Z,3.115,7.51
KIN,2019-04-23T00:00:00Z,0.193,7.66
KIN,2019-04-23T00:00:00Z,0.501,7.79
KIN,2019-04-23T00:00:00Z,1.002,7.86
KIN,2019-04-23T00:00:00Z,1.509,5.94
KIN,2019-04-23T00:00:00Z,1.995,4.52
KIN,2019-04-23T00:00:00Z,2.47,4
KIN,2019-04-23T00:00:00Z,3.011,3.59
KIN,2019-04-23T00:00:00Z,3.483,3.39
KIN,2019-04-23T00:00:00Z,3.989,3.41
KIN,2019-04-23T00:00:00Z,4.58,3.14
KIN,2019-04-23T00:00:00Z,4.879,3.11
KMO,2019-04-23T00:00:00Z,0.195,4.84
KMO,2019-04-23T00:00:00Z,0.485,4.8
KMO,2019-04-23T00:00:00Z,1.012,4.6
KMO,2019-04-23T00:00:00Z,1.473,4.67
KMO,2019-04-23T00:00:00Z,2.015,3.39
KMO,2019-04-23T00:00:00Z,2.482,2.89
KMO,2019-04-23T00:00:00Z,2.989,2.87
KMO,2019-04-23T00:00:00Z,3.496,2.77
VIT,2019-04-23T00:00:00Z,0.216,4.48
VIT,2019-04-23T00:00:00Z,0.492,4.27
VIT,2019-04-23T00:00:00Z,1.002,3.98
VIT,2019-04-23T00:00:00Z,1.491,3.35
VIT,2019-04-23T00:00:00Z,1.981,2.97
VIT,2019-04-23T00:00:00Z,2.516,2.69
VIT,2019-04-23T00:00:00Z,2.959,2.64
SUC,2019-04-23T00:00:00Z,0.219,3.93
SUC,2019-04-23T00:00:00Z,0.489,3.96
SUC,2019-04-23T00:00:00Z,0.977,3.95
SUC,2019-04-23T00:00:00Z,1.512,3.72
SUC,2019-04-23T00:00:00Z,1.998,3.16
SUC,2019-04-23T00:00:00Z,2.498,2.65
SUC,2019-04-23T00:00:00Z,3.005,2.58
SUC,2019-04-23T00:00:00Z,3.513,2.59
SUC,2019-04-23T00:00:00Z,4.006,2.6
SUC,2019-04-23T00:00:00Z,4.516,2.58
SUC,2019-04-23T00:00:00Z,5.017,2.56
SUC,2019-04-23T00:00:00Z,5.282,2.54
MEAD,2019-04-23T00:00:00Z,0.218,3.65
MEAD,2019-04-23T00:00:00Z,0.52,3.75
MEAD,2019-04-23T00:00:00Z,0.995,3.56
MEAD,2019-04-23T00:00:00Z,1.513,3.56
MEAD,2019-04-23T00:00:00Z,2.011,2.97
MEAD,2019-04-23T00:00:00Z,2.51,2.73
MEAD,2019-04-23T00:00:00Z,2.992,2.69
MEAD,2019-04-23T00:00:00Z,3.479,2.66
MEAD,2019-04-23T00:00:00Z,3.983,2.64
MULB FARM,2019-04-23T00:00:00Z,0.186,4.02
MULB FARM,2019-04-23T00:00:00Z,0.519,4.07
MULB FARM,2019-04-23T00:00:00Z,0.975,4.03
MULB FARM,2019-04-23T00:00:00Z,1.521,3.98
MULB FARM,2019-04-23T00:00:00Z,1.961,3.94
MULB FARM,2019-04-23T00:00:00Z,2.577,3.89
WMP,2019-04-23T00:00:00Z,0.206,7.72
WMP,2019-04-23T00:00:00Z,0.489,7.85
WMP,2019-04-23T00:00:00Z,1.025,7.72
WMP,2019-04-23T00:00:00Z,1.482,7.16
WMP,2019-04-23T00:00:00Z,1.986,6.13
WMP,2019-04-23T00:00:00Z,2.481,6.12
WMP,2019-04-23T00:00:00Z,2.985,6.17
WMP,2019-04-23T00:00:00Z,3.488,6.19
WMP,2019-04-23T00:00:00Z,4.028,6.18
WMP,2019-04-23T00:00:00Z,4.489,6.17
WMP,2019-04-23T00:00:00Z,4.986,6.17
WMP,2019-04-23T00:00:00Z,5.575,6.12
CAV,2019-04-23T00:00:00Z,0.212,7.17
CAV,2019-04-23T00:00:00Z,0.5,7.14
CAV,2019-04-23T00:00:00Z,0.997,8.21
CAV,2019-04-23T00:00:00Z,1.478,8.51
CAV,2019-04-23T00:00:00Z,2.002,8.35
CAV,2019-04-23T00:00:00Z,2.496,7.85
CAV,2019-04-23T00:00:00Z,2.775,7.37
REG,2019-04-23T00:00:00Z,0.217,5.56
REG,2019-04-23T00:00:00Z,0.501,5.55
REG,2019-04-23T00:00:00Z,0.986,5.78
REG,2019-04-23T00:00:00Z,1.487,5.37
REG,2019-04-23T00:00:00Z,1.993,5.22
REG,2019-04-23T00:00:00Z,2.485,5.2
REG,2019-04-23T00:00:00Z,2.999,5.19
REG,2019-04-23T00:00:00Z,3.387,5.24
REG,2019-04-23T00:00:00Z,3.706,5.25
KIN,2019-04-29T00:00:00Z,0.193,6.18
KIN,2019-04-29T00:00:00Z,0.47,6.12
KIN,2019-04-29T00:00:00Z,1.003,6.07
KIN,2019-04-29T00:00:00Z,1.493,5.62
KIN,2019-04-29T00:00:00Z,2.013,3.42
KIN,2019-04-29T00:00:00Z,2.497,3.04
KIN,2019-04-29T00:00:00Z,2.998,2.74
KIN,2019-04-29T00:00:00Z,3.486,2.71
KIN,2019-04-29T00:00:00Z,3.953,2.7
KIN,2019-04-29T00:00:00Z,4.506,2.76
KIN,2019-04-29T00:00:00Z,4.774,2.76
KMO,2019-04-29T00:00:00Z,0.187,6.46
KMO,2019-04-29T00:00:00Z,0.501,6.41
KMO,2019-04-29T00:00:00Z,0.997,6.07
KMO,2019-04-29T00:00:00Z,1.476,5.61
KMO,2019-04-29T00:00:00Z,1.987,4.23
KMO,2019-04-29T00:00:00Z,2.505,3.4
KMO,2019-04-29T00:00:00Z,3.009,2.79
KMO,2019-04-29T00:00:00Z,3.265,2.7
VIT,2019-04-29T00:00:00Z,0.202,6.42
VIT,2019-04-29T00:00:00Z,0.53,6.4
VIT,2019-04-29T00:00:00Z,1.026,6.26
VIT,2019-04-29T00:00:00Z,1.512,5.86
VIT,2019-04-29T00:00:00Z,2.017,5.44
VIT,2019-04-29T00:00:00Z,2.465,4.87
VIT,2019-04-29T00:00:00Z,2.911,3.79
SUC,2019-04-29T00:00:00Z,0.191,6.49
SUC,2019-04-29T00:00:00Z,0.473,6.18
SUC,2019-04-29T00:00:00Z,0.981,6.19
SUC,2019-04-29T00:00:00Z,1.491,5.91
SUC,2019-04-29T00:00:00Z,2.031,5.7
SUC,2019-04-29T00:00:00Z,2.5,5.24
SUC,2019-04-29T00:00:00Z,3.034,4.79
SUC,2019-04-29T00:00:00Z,3.481,4.41
SUC,2019-04-29T00:00:00Z,4.004,4.39
SUC,2019-04-29T00:00:00Z,4.489,4.25
SUC,2019-04-29T00:00:00Z,4.965,3.98
MEAD,2019-04-29T00:00:00Z,0.204,6.96
MEAD,2019-04-29T00:00:00Z,0.501,6.86
MEAD,2019-04-29T00:00:00Z,1.006,6.66
MEAD,2019-04-29T00:00:00Z,1.52,6.44
MEAD,2019-04-29T00:00:00Z,2.013,5.31
MEAD,2019-04-29T00:00:00Z,2.47,5.08
MEAD,2019-04-29T00:00:00Z,2.966,4.94
MEAD,2019-04-29T00:00:00Z,3.396,4.9
MULB FARM,2019-04-29T00:00:00Z,0.192,6.93
MULB FARM,2019-04-29T00:00:00Z,0.481,6.93
MULB FARM,2019-04-29T00:00:00Z,0.975,6.83
MULB FARM,2019-04-29T00:00:00Z,1.507,6.45
MULB FARM,2019-04-29T00:00:00Z,2.005,5.35
MULB FARM,2019-04-29T00:00:00Z,2.485,4.46
MULB FARM,2019-04-29T00:00:00Z,2.796,4.35
WMP,2019-04-29T00:00:00Z,0.198,9.95
WMP,2019-04-29T00:00:00Z,0.507,8.8
WMP,2019-04-29T00:00:00Z,1.028,8.38
WMP,2019-04-29T00:00:00Z,1.497,7.55
WMP,2019-04-29T00:00:00Z,2.029,6.03
WMP,2019-04-29T00:00:00Z,2.488,4.71
WMP,2019-04-29T00:00:00Z,3.011,4.33
WMP,2019-04-29T00:00:00Z,3.503,4.06
WMP,2019-04-29T00:00:00Z,4.004,3.97
WMP,2019-04-29T00:00:00Z,4.523,4
WMP,2019-04-29T00:00:00Z,5.018,4
WMP,2019-04-29T00:00:00Z,5.484,3.93
WMP,2019-04-29T00:00:00Z,5.763,3.94
CAV,2019-04-29T00:00:00Z,0.194,9.64
CAV,2019-04-29T00:00:00Z,0.494,9.71
CAV,2019-04-29T00:00:00Z,0.978,9.7
CAV,2019-04-29T00:00:00Z,1.519,9.77
CAV,2019-04-29T00:00:00Z,2.012,9.78
CAV,2019-04-29T00:00:00Z,2.418,9.68
CAV,2019-04-29T00:00:00Z,2.732,9.54
REG,2019-04-29T00:00:00Z,0.215,6.65
REG,2019-04-29T00:00:00Z,0.49,6.97
REG,2019-04-29T00:00:00Z,1.025,8.21
REG,2019-04-29T00:00:00Z,1.524,8.62
REG,2019-04-29T00:00:00Z,2.003,8.48
REG,2019-04-29T00:00:00Z,2.478,8.57
REG,2019-04-29T00:00:00Z,2.994,9.02
REG,2019-04-29T00:00:00Z,3.319,9.01
KIN,2019-05-06T00:00:00Z,0.232,7.55
KIN,2019-05-06T00:00:00Z,0.51,7.59
KIN,2019-05-06T00:00:00Z,1.024,7.39
KIN,2019-05-06T00:00:00Z,1.519,7.24
KIN,2019-05-06T00:00:00Z,2.031,7.11
KIN,2019-05-06T00:00:00Z,2.508,6.72
KIN,2019-05-06T00:00:00Z,3.021,6.47
KIN,2019-05-06T00:00:00Z,3.511,6.36
KIN,2019-05-06T00:00:00Z,4.022,6.37
KIN,2019-05-06T00:00:00Z,4.521,6.64
KIN,2019-05-06T00:00:00Z,4.805,6.73
KMO,2019-05-06T00:00:00Z,0.237,7.04
KMO,2019-05-06T00:00:00Z,0.532,7.5
KMO,2019-05-06T00:00:00Z,1.028,7.14
KMO,2019-05-06T00:00:00Z,1.533,7.35
KMO,2019-05-06T00:00:00Z,2.013,7.1
KMO,2019-05-06T00:00:00Z,2.524,5.93
KMO,2019-05-06T00:00:00Z,3.033,4.82
KMO,2019-05-06T00:00:00Z,3.42,4.54
VIT,2019-05-06T00:00:00Z,0.246,7.56
VIT,2019-05-06T00:00:00Z,0.532,7.71
VIT,2019-05-06T00:00:00Z,1.021,7.66
VIT,2019-05-06T00:00:00Z,1.536,7.41
VIT,2019-05-06T00:00:00Z,2.039,7.78
VIT,2019-05-06T00:00:00Z,2.517,7.43
VIT,2019-05-06T00:00:00Z,3.122,6.28
SUC,2019-05-06T00:00:00Z,0.21,7.58
SUC,2019-05-06T00:00:00Z,0.506,7.53
SUC,2019-05-06T00:00:00Z,1.04,7.59
SUC,2019-05-06T00:00:00Z,1.526,7.34
SUC,2019-05-06T00:00:00Z,1.997,6.9
SUC,2019-05-06T00:00:00Z,2.518,6.28
SUC,2019-05-06T00:00:00Z,3.031,6.07
SUC,2019-05-06T00:00:00Z,3.511,5.87
SUC,2019-05-06T00:00:00Z,4.416,5.71
SUC,2019-05-06T00:00:00Z,4.7,5.65
MEAD,2019-05-06T00:00:00Z,0.227,6.3
MEAD,2019-05-06T00:00:00Z,0.478,6.42
MEAD,2019-05-06T00:00:00Z,1.008,6.34
MEAD,2019-05-06T00:00:00Z,1.514,6.17
MEAD,2019-05-06T00:00:00Z,2.018,6.16
MEAD,2019-05-06T00:00:00Z,2.509,6.13
MEAD,2019-05-06T00:00:00Z,3.021,6.12
MEAD,2019-05-06T00:00:00Z,3.525,6.11
MEAD,2019-05-06T00:00:00Z,4.014,6.13
MULB FARM,2019-05-06T00:00:00Z,0.226,6.31
MULB FARM,2019-05-06T00:00:00Z,0.524,6.38
MULB FARM,2019-05-06T00:00:00Z,1.024,6.37
MULB FARM,2019-05-06T00:00:00Z,1.51,6.38
MULB FARM,2019-05-06T00:00:00Z,2.023,6.22
MULB FARM,2019-05-06T00:00:00Z,2.535,6.19
MULB FARM,2019-05-06T00:00:00Z,2.917,6.11
MULB FARM,2019-05-06T00:00:00Z,3.225,6.13
WMP,2019-05-06T00:00:00Z,0.182,8.29
WMP,2019-05-06T00:00:00Z,0.522,8.41
WMP,2019-05-06T00:00:00Z,1.012,8.14
WMP,2019-05-06T00:00:00Z,1.502,7.94
WMP,2019-05-06T00:00:00Z,2.026,7.54
WMP,2019-05-06T00:00:00Z,2.505,6.99
WMP,2019-05-06T00:00:00Z,3.047,6.45
WMP,2019-05-06T00:00:00Z,3.508,6.02
WMP,2019-05-06T00:00:00Z,4.018,6.04
WMP,2019-05-06T00:00:00Z,4.52,6.05
WMP,2019-05-06T00:00:00Z,5.02,5.99
WMP,2019-05-06T00:00:00Z,5.237,5.91
CAV,2019-05-06T00:00:00Z,0.227,10.17
CAV,2019-05-06T00:00:00Z,0.515,10.08
CAV,2019-05-06T00:00:00Z,1.015,9.24
CAV,2019-05-06T00:00:00Z,1.522,7.8
CAV,2019-05-06T00:00:00Z,2.01,7.34
CAV,2019-05-06T00:00:00Z,2.51,6.99
CAV,2019-05-06T00:00:00Z,3.03,6.65
REG,2019-05-06T00:00:00Z,0.233,9.54
REG,2019-05-06T00:00:00Z,0.539,9.72
REG,2019-05-06T00:00:00Z,1.029,9.74
REG,2019-05-06T00:00:00Z,1.526,9.78
REG,2019-05-06T00:00:00Z,2.038,9.73
REG,2019-05-06T00:00:00Z,2.546,9.61
REG,2019-05-06T00:00:00Z,3.014,9.63
REG,2019-05-06T00:00:00Z,3.518,9.63
REG,2019-05-06T00:00:00Z,3.862,9.64
KIN,2019-05-13T00:00:00Z,0.197,11.42
KIN,2019-05-13T00:00:00Z,0.552,11.01
KIN,2019-05-13T00:00:00Z,1.041,10.39
KIN,2019-05-13T00:00:00Z,1.57,8.56
KIN,2019-05-13T00:00:00Z,2.106,6.8
KIN,2019-05-13T00:00:00Z,2.594,6.1
KIN,2019-05-13T00:00:00Z,3.045,5.72
KIN,2019-05-13T00:00:00Z,3.548,5.56
KIN,2019-05-13T00:00:00Z,4.05,5.47
KIN,2019-05-13T00:00:00Z,4.499,5.49
KIN,2019-05-13T00:00:00Z,4.931,5.51
KMO,2019-05-13T00:00:00Z,0.225,9.44
KMO,2019-05-13T00:00:00Z,0.524,8.8
KMO,2019-05-13T00:00:00Z,1.038,7.07
KMO,2019-05-13T00:00:00Z,1.503,6.64
KMO,2019-05-13T00:00:00Z,2.032,5.8
KMO,2019-05-13T00:00:00Z,2.42,5.81
KMO,2019-05-13T00:00:00Z,2.718,5.71
VIT,2019-05-13T00:00:00Z,0.208,8.41
VIT,2019-05-13T00:00:00Z,0.532,8.6
VIT,2019-05-13T00:00:00Z,1.021,8.4
VIT,2019-05-13T00:00:00Z,1.518,8.39
VIT,2019-05-13T00:00:00Z,2.028,8.15
VIT,2019-05-13T00:00:00Z,2.52,6.99
VIT,2019-05-13T00:00:00Z,2.82,6.22
SUC,2019-05-13T00:00:00Z,0.226,8.6
SUC,2019-05-13T00:00:00Z,0.54,8.6
SUC,2019-05-13T00:00:00Z,1.015,8.03
SUC,2019-05-13T00:00:00Z,1.53,7.44
SUC,2019-05-13T00:00:00Z,2.016,6.78
SUC,2019-05-13T00:00:00Z,2.535,6.66
SUC,2019-05-13T00:00:00Z,3.008,6.56
SUC,2019-05-13T00:00:00Z,3.505,6.57
SUC,2019-05-13T00:00:00Z,4.025,6.46
SUC,2019-05-13T00:00:00Z,4.515,6.44
SUC,2019-05-13T00:00:00Z,4.81,6.41
MEAD,2019-05-13T00:00:00Z,0.225,10.6
MEAD,2019-05-13T00:00:00Z,0.513,10.46
MEAD,2019-05-13T00:00:00Z,1.005,9.7
MEAD,2019-05-13T00:00:00Z,1.523,8.74
MEAD,2019-05-13T00:00:00Z,2.036,8.02
MEAD,2019-05-13T00:00:00Z,2.505,7.23
MEAD,2019-05-13T00:00:00Z,2.931,7.16
MULB FARM,2019-05-13T00:00:00Z,0.228,9.51
MULB FARM,2019-05-13T00:00:00Z,0.516,9.3
MULB FARM,2019-05-13T00:00:00Z,1.038,9.03
MULB FARM,2019-05-13T00:00:00Z,1.526,7.73
MULB FARM,2019-05-13T00:00:00Z,2.016,7.49
MULB FARM,2019-05-13T00:00:00Z,2.537,7.14
MULB FARM,2019-05-13T00:00:00Z,2.932,7.1
WMP,2019-05-13T00:00:00Z,0.234,9.03
WMP,2019-05-13T00:00:00Z,0.515,9.02
WMP,2019-05-13T00:00:00Z,1.023,8.74
WMP,2019-05-13T00:00:00Z,1.535,7.91
WMP,2019-05-13T00:00:00Z,2.023,7.69
WMP,2019-05-13T00:00:00Z,2.509,7.52
WMP,2019-05-13T00:00:00Z,3.005,7.22
WMP,2019-05-13T00:00:00Z,3.512,7.08
WMP,2019-05-13T00:00:00Z,4.037,7.04
WMP,2019-05-13T00:00:00Z,4.511,7.02
WMP,2019-05-13T00:00:00Z,5.025,7.03
WMP,2019-05-13T00:00:00Z,5.63,7.02
WMP,2019-05-13T00:00:00Z,5.918,7.02
CAV,2019-05-13T00:00:00Z,0.218,8.91
CAV,2019-05-13T00:00:00Z,0.52,9.02
CAV,2019-05-13T00:00:00Z,1.038,8.65
CAV,2019-05-13T00:00:00Z,1.525,7.46
CAV,2019-05-13T00:00:00Z,2.015,6.92
CAV,2019-05-13T00:00:00Z,2.533,6.89
REG,2019-05-13T00:00:00Z,0.229,8.23
REG,2019-05-13T00:00:00Z,0.533,8.23
REG,2019-05-13T00:00:00Z,1.026,8.05
REG,2019-05-13T00:00:00Z,1.502,7.54
REG,2019-05-13T00:00:00Z,2.035,7.22
REG,2019-05-13T00:00:00Z,2.525,6.99
REG,2019-05-13T00:00:00Z,2.842,6.88
KIN,2019-05-20T00:00:00Z,0.216,5.03
KIN,2019-05-20T00:00:00Z,0.508,4.97
KIN,2019-05-20T00:00:00Z,0.974,4.74
KIN,2019-05-20T00:00:00Z,1.512,4.47
KIN,2019-05-20T00:00:00Z,2.013,3.19
KIN,2019-05-20T00:00:00Z,2.497,3.3
KIN,2019-05-20T00:00:00Z,3.012,3.27
KIN,2019-05-20T00:00:00Z,3.51,3.27
KIN,2019-05-20T00:00:00Z,4.011,3.28
KIN,2019-05-20T00:00:00Z,4.526,3.31
KIN,2019-05-20T00:00:00Z,5.037,3.36
KIN,2019-05-20T00:00:00Z,5.411,3.34
KMO,2019-05-20T00:00:00Z,0.203,5.09
KMO,2019-05-20T00:00:00Z,0.507,5.08
KMO,2019-05-20T00:00:00Z,1.011,4.8
KMO,2019-05-20T00:00:00Z,1.527,3.2
KMO,2019-05-20T00:00:00Z,2.02,3.14
KMO,2019-05-20T00:00:00Z,2.501,3.05
KMO,2019-05-20T00:00:00Z,2.856,2.98
VIT,2019-05-20T00:00:00Z,0.188,4.87
VIT,2019-05-20T00:00:00Z,0.513,4.9
VIT,2019-05-20T00:00:00Z,1.013,5.15
VIT,2019-05-20T00:00:00Z,1.5,5.38
VIT,2019-05-20T00:00:00Z,1.99,4.72
VIT,2019-05-20T00:00:00Z,2.508,3.39
VIT,2019-05-20T00:00:00Z,3,3.12
VIT,2019-05-20T00:00:00Z,3.306,3.09
SUC,2019-05-20T00:00:00Z,0.209,4.99
SUC,2019-05-20T00:00:00Z,0.529,4.93
SUC,2019-05-20T00:00:00Z,1.038,4.39
SUC,2019-05-20T00:00:00Z,1.503,3.95
SUC,2019-05-20T00:00:00Z,2.006,3.83
SUC,2019-05-20T00:00:00Z,2.494,3.57
SUC,2019-05-20T00:00:00Z,3.525,3.55
SUC,2019-05-20T00:00:00Z,4.004,3.57
SUC,2019-05-20T00:00:00Z,4.5,3.52
SUC,2019-05-20T00:00:00Z,4.904,3.52
MEAD,2019-05-20T00:00:00Z,0.286,5.46
MEAD,2019-05-20T00:00:00Z,0.508,5.47
MEAD,2019-05-20T00:00:00Z,1.002,5.36
MEAD,2019-05-20T00:00:00Z,1.513,5.07
MEAD,2019-05-20T00:00:00Z,2.008,5.02
MEAD,2019-05-20T00:00:00Z,2.5,4.78
MEAD,2019-05-20T00:00:00Z,2.999,4.73
MULB FARM,2019-05-20T00:00:00Z,0.247,5.49
MULB FARM,2019-05-20T00:00:00Z,0.54,5.49
MULB FARM,2019-05-20T00:00:00Z,1.011,5.46
MULB FARM,2019-05-20T00:00:00Z,1.527,5.17
MULB FARM,2019-05-20T00:00:00Z,2.043,5.12
MULB FARM,2019-05-20T00:00:00Z,2.538,5.12
MULB FARM,2019-05-20T00:00:00Z,3.006,5.12
MULB FARM,2019-05-20T00:00:00Z,3.223,5.11
WMP,2019-05-20T00:00:00Z,0.208,5.84
WMP,2019-05-20T00:00:00Z,0.547,5.68
WMP,2019-05-20T00:00:00Z,1.022,5.5
WMP,2019-05-20T00:00:00Z,1.498,5.45
WMP,2019-05-20T00:00:00Z,2.022,5.32
WMP,2019-05-20T00:00:00Z,2.495,5.23
WMP,2019-05-20T00:00:00Z,2.996,5.11
WMP,2019-05-20T00:00:00Z,3.501,5.08
WMP,2019-05-20T00:00:00Z,4.005,5.09
WMP,2019-05-20T00:00:00Z,4.514,5.1
WMP,2019-05-20T00:00:00Z,5.008,5.09
WMP,2019-05-20T00:00:00Z,5.502,5.09
WMP,2019-05-20T00:00:00Z,6.006,5.08
WMP,2019-05-20T00:00:00Z,6.311,5.07
CAV,2019-05-20T00:00:00Z,0.25,5.78
CAV,2019-05-20T00:00:00Z,0.504,5.85
CAV,2019-05-20T00:00:00Z,1,5.63
CAV,2019-05-20T00:00:00Z,1.517,5.32
CAV,2019-05-20T00:00:00Z,2.009,5.3
CAV,2019-05-20T00:00:00Z,2.502,5.28
CAV,2019-05-20T00:00:00Z,3.011,5.28
REG,2019-05-20T00:00:00Z,0.199,5.69
REG,2019-05-20T00:00:00Z,0.505,5.62
REG,2019-05-20T00:00:00Z,0.997,5.58
REG,2019-05-20T00:00:00Z,1.507,5.35
REG,2019-05-20T00:00:00Z,2.023,5.29
REG,2019-05-20T00:00:00Z,2.507,5.31
REG,2019-05-20T00:00:00Z,3.021,5.31
REG,2019-05-20T00:00:00Z,3.507,5.31
REG,2019-05-20T00:00:00Z,3.9,5.31
REG,2019-05-20T00:00:00Z,4.204,5.31
KIN,2019-05-27T00:00:00Z,0.235,7.34
KIN,2019-05-27T00:00:00Z,0.479,7.96
KIN,2019-05-27T00:00:00Z,0.998,6.19
KIN,2019-05-27T00:00:00Z,1.474,4.2
KIN,2019-05-27T00:00:00Z,1.994,2.66
KIN,2019-05-27T00:00:00Z,2.468,2.42
KIN,2019-05-27T00:00:00Z,2.988,2.3
KIN,2019-05-27T00:00:00Z,3.463,2.28
KIN,2019-05-27T00:00:00Z,4.012,2.25
KIN,2019-05-27T00:00:00Z,4.311,2.24
KMO,2019-05-27T00:00:00Z,0.231,7.51
KMO,2019-05-27T00:00:00Z,0.53,7.35
KMO,2019-05-27T00:00:00Z,0.997,6.39
KMO,2019-05-27T00:00:00Z,1.459,3.64
KMO,2019-05-27T00:00:00Z,1.977,2.67
KMO,2019-05-27T00:00:00Z,2.472,2.5
KMO,2019-05-27T00:00:00Z,3.018,2.52
KMO,2019-05-27T00:00:00Z,3.286,2.5
VIT,2019-05-27T00:00:00Z,0.289,6.88
VIT,2019-05-27T00:00:00Z,0.475,6.35
VIT,2019-05-27T00:00:00Z,0.989,6
VIT,2019-05-27T00:00:00Z,1.509,4.98
VIT,2019-05-27T00:00:00Z,1.972,3.57
VIT,2019-05-27T00:00:00Z,2.457,2.78
VIT,2019-05-27T00:00:00Z,3.058,2.51
SUC,2019-05-27T00:00:00Z,0.216,7.51
SUC,2019-05-27T00:00:00Z,0.511,7.26
SUC,2019-05-27T00:00:00Z,1.023,6.46
SUC,2019-05-27T00:00:00Z,1.45,5.63
SUC,2019-05-27T00:00:00Z,1.971,4.8
SUC,2019-05-27T00:00:00Z,2.523,4.12
SUC,2019-05-27T00:00:00Z,3.028,3.75
SUC,2019-05-27T00:00:00Z,3.528,3.69
SUC,2019-05-27T00:00:00Z,4.129,3.53
MEAD,2019-05-27T00:00:00Z,0.191,8.15
MEAD,2019-05-27T00:00:00Z,0.491,8.08
MEAD,2019-05-27T00:00:00Z,1,7.96
MEAD,2019-05-27T00:00:00Z,1.525,7.82
MEAD,2019-05-27T00:00:00Z,1.98,5.46
MEAD,2019-05-27T00:00:00Z,2.486,5.24
MEAD,2019-05-27T00:00:00Z,3.088,5.3
MULB FARM,2019-05-27T00:00:00Z,0.176,9.79
MULB FARM,2019-05-27T00:00:00Z,0.5,9.8
MULB FARM,2019-05-27T00:00:00Z,0.991,9.05
MULB FARM,2019-05-27T00:00:00Z,1.493,7.35
MULB FARM,2019-05-27T00:00:00Z,1.893,5.58
MULB FARM,2019-05-27T00:00:00Z,2.18,5.45
WMP,2019-05-27T00:00:00Z,0.239,10.13
WMP,2019-05-27T00:00:00Z,0.51,9.89
WMP,2019-05-27T00:00:00Z,1.019,8.99
WMP,2019-05-27T00:00:00Z,1.524,6.89
WMP,2019-05-27T00:00:00Z,1.993,6.32
WMP,2019-05-27T00:00:00Z,2.535,5.51
WMP,2019-05-27T00:00:00Z,2.985,5.44
WMP,2019-05-27T00:00:00Z,3.48,5.17
WMP,2019-05-27T00:00:00Z,3.972,5.06
WMP,2019-05-27T00:00:00Z,4.481,5.16
WMP,2019-05-27T00:00:00Z,4.967,5.05
WMP,2019-05-27T00:00:00Z,5.164,4.99
CAV,2019-05-27T00:00:00Z,0.237,10.94
CAV,2019-05-27T00:00:00Z,0.519,11.3
CAV,2019-05-27T00:00:00Z,1.02,10.57
CAV,2019-05-27T00:00:00Z,1.49,7.8
CAV,2019-05-27T00:00:00Z,1.957,7.03
CAV,2019-05-27T00:00:00Z,2.35,6.29
REG,2019-05-27T00:00:00Z,0.213,7.79
REG,2019-05-27T00:00:00Z,0.503,8.21
REG,2019-05-27T00:00:00Z,1.044,8.56
REG,2019-05-27T00:00:00Z,1.476,7.45
REG,2019-05-27T00:00:00Z,2.048,7.1
REG,2019-05-27T00:00:00Z,2.455,6.82
REG,2019-05-27T00:00:00Z,2.996,6.47
REG,2019-05-27T00:00:00Z,3.401,6.34
KIN,2019-06-04T00:00:00Z,0.23,5.88
KIN,2019-06-04T00:00:00Z,0.511,5.89
KIN,2019-06-04T00:00:00Z,1.021,5.86
KIN,2019-06-04T00:00:00Z,1.51,5.83
KIN,2019-06-04T00:00:00Z,2.038,5.77
KIN,2019-06-04T00:00:00Z,2.513,5.68
KIN,2019-06-04T00:00:00Z,3.024,5.68
KIN,2019-06-04T00:00:00Z,3.511,5.65
KIN,2019-06-04T00:00:00Z,4.006,5.58
KIN,2019-06-04T00:00:00Z,4.507,5.41
KIN,2019-06-04T00:00:00Z,5.032,5.44
KIN,2019-06-04T00:00:00Z,5.551,5.19
KIN,2019-06-04T00:00:00Z,5.835,5.13
KMO,2019-06-04T00:00:00Z,0.217,6.16
KMO,2019-06-04T00:00:00Z,0.54,6.07
KMO,2019-06-04T00:00:00Z,1.009,5.79
